year,month,panel_code,panel_code_new,type_method,type_method_etc,type_channel_new,type_channel,type_channel_etc,shop_day,shop_week,store,store_code,store_region,product,product_code,wide,middle,detail,country,purchase,discount,quantity,q_unit,weight_quantity,w_q_unit,multi_quantity,m_unit,w_multi_quantity,w_multi_unit,w_q_kg,w_q_kg_unit,unit_cost,special_diary,bill,bundle,payment,retail,retail_8,retail_new,shop_time,take_out,transport_pre,transport_post,panel_type,edit,family_num_level,age1_group,income_v2
2022,1,PN00000547,A20000547,,,슈퍼마켓,슈퍼마켓,,2022-01-12,4,주식회사에스에스원식자재마트,,경기,단감,P,과일류,단감,단감,,3580.0,.,1,줄,.,,.,,1,K,,,3,,,,,,,,,,,,0.0,.,2,50,700만원 이상
2013,9,PN00000395,A20000395,,,대형마트,대형마트,,2013-09-18,4,이마트안양점,,경기,유명산지캠벨,,과일류,포도,캠벨얼리,,3640.0,,1,,5,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,30,300~399만원
2019,12,PN00001202,A20001202,,,전통시장,전통시장,,2019-12-17,3,없음,,없음,단감,,과일류,단감,단감,,10000.0,.,12,개,.,,.,,,,.,,,0,,,,,8기타,기타,.,0,,,0.0,0,3,60,400~499만원
2013,12,PN00000877,A20000877,,,슈퍼마켓,슈퍼마켓,,2013-12-06,6,대형슈퍼마켓,,서울,감귤,,과일류,감귤,밀감,,1500.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,30,200~299만원
2017,5,PN20150460,A40150460,,,대형마트,대형마트,,2017-05-02,3,이마트수원점,,경기,망고_태국산_,,과일류,열대과일,망고,,4180.0,.,1,팩,.,,2,입,,,.,,,,,,,,1대형마트,대형마트,2,0,,,15.0,0,2,60,200만원 미만
2015,1,PN00000613,A20000613,,,슈퍼마켓,슈퍼마켓,,2015-01-07,4,소형슈퍼마켓,,경기,감귤,,과일류,감귤,밀감,,3500.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,30,300~399만원
2021,9,PN00001445,A20001445,,,슈퍼마켓,기업형슈퍼마켓,,2021-09-17,6,농협하나로마트고양점_농협하나로마트고양점,S,경기,사과_국산_,P,과일류,사과,기타사과,,8500.0,.,1,봉지,2,KG,.,,2,K,2,KG,8,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0.0,,,0.0,0,3,40,700만원 이상
2023,12,PN20211056,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-12-09,7,(주)나무유통수지상현점,,경기,효돈감귤,PR1020_1156944,과일류,감귤,밀감,,16800.0,,1.0,,,,,,5.0,KG,,,16800.0,,유,,,,,,,,,,21.0,0,5,40,700만원 이상
2021,3,PN00000481,A20000481,,,전통시장,전통시장,,2021-03-15,2,하나청과,S,경기,배,P,과일류,배,기타배,,20000.0,.,2,,3600,G,3,,6,G,4,KG,1.0,,,,,,5전문점,전문점,1,0,,,0.0,0,4,50,500~599만원
2014,9,PN00000938,A20000938,,,대형마트,대형마트,,2014-09-18,5,홈플러스합정점,,서울,감숙왕바나나_필리핀산_,,과일류,바나나,일반바나나,,3500.0,,1,송이,.,,8,입,,,.,,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,3,60,700만원 이상
2015,8,PN00000130,A20000130,,,대형마트,대형마트,,2015-08-10,2,이마트자양점,,서울,거봉,,과일류,포도,거봉,,9800.0,.,1,박스,2,KG,.,,,,2,KG,,,,,,,1대형마트,대형마트,2,0,,,0.0,1,5,60,400~499만원
2022,1,PN20210804,A40210804,,,슈퍼마켓,슈퍼마켓,,2022-01-06,5,농협하나로마트경희궁자이점,,서울,배_뜨라네GAP_국산,P,과일류,배,기타배,,6800.0,.,1,팩,.,,3,입,.,,,,6,,,,,,,,,,,,21.0,.,3,50,500~599만원
2017,5,PN00000985,A20000985,,,슈퍼마켓,슈퍼마켓,,2017-05-21,1,뚝섬두꺼비왕식자재마트,,서울,키위,,과일류,참다래,기타키위,,2980.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,500~599만원
2010,8,PN00000590,A20000590,,,대형마트,대형마트,,2010-08-09,2,이마트천호점,,서울,부드러운복숭아,,과일류,복숭아,일반복숭아,,6980.0,,1,팩,.,,3,입,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,6,30,300~399만원
2017,6,PN00000404,A20000404,,,전통시장,전통시장,,2017-06-25,1,전통시장,,경기,바나나,,과일류,바나나,일반바나나,,3500.0,.,8,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,50,200~299만원
2010,10,PN00000241,A20000241,,,전통시장,전통시장,,2010-10-21,5,재래시장,,경기,단감,,과일류,단감,단감,,6000.0,.,8,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,6,50,300~399만원
2010,2,PN00000092,A20000092,,,전통시장,전통시장,,2010-02-21,1,재래시장,,경기,사과,,과일류,사과,기타사과,,48000.0,,1,박스,.,,.,,,,.,,,,,,,,2전통시장,전통시장,,0,,,0.0,0,4,40,400~499만원
2010,4,PN00000221,A20000221,,,슈퍼마켓,기업형슈퍼마켓,,2010-04-22,5,700마켓단대점,,경기,청포도칠레산_,,과일류,포도,청포도,,5130.0,,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,5,30,300~399만원
2013,8,PN00000143,A20000143,,,슈퍼마켓,기업형슈퍼마켓,,2013-08-30,6,GS슈퍼마켓동두천점,,경기,초록사과알뜰,,과일류,사과,아오리,,7800.0,,1,봉,2,KG,.,,,,2,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,,0,,,0.0,0,4,40,600~699만원
2016,9,PN00000080,A20000080,,,슈퍼마켓,기업형슈퍼마켓,,2016-09-02,6,롯데슈퍼광명점,,경기,스위트마운틴바나나,,과일류,바나나,일반바나나,,2980.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,5,40,600~699만원
2020,1,PN00000240,A20000240,,,슈퍼마켓,슈퍼마켓,,2020-01-01,4,대림할인마트,,경기,사과,,과일류,사과,기타사과,,2000.0,.,2,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,60,500~599만원
2020,12,PN00000200,A20000200,,,슈퍼마켓,슈퍼마켓,,2020-12-27,1,월드마트(춘의점),,경기,단감,,과일류,단감,단감,,2900.0,.,1,,.,,5,개,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,60,500~599만원
2010,10,PN00000257,A20000257,,,대형마트,대형마트,,2010-10-17,1,대형마트일반,,경기,블루베리,,과일류,베리,블루베리,,17590.0,.,1,봉,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,3,50,300~399만원
2022,3,PN20210602,A40210602,,,슈퍼마켓,슈퍼마켓,,2022-03-12,7,TOP할인마트,,서울,바나나_필리핀,P,과일류,바나나,일반바나나,,3980.0,.,1,송이,1114,G,.,,.,,,,3,,,,,,,,,,,,21.0,.,3,40,500~599만원
2013,11,PN00000032,A20000032,,,슈퍼마켓,기업형슈퍼마켓,,2013-11-30,7,이마트에브리데이봉일천점,,경기,당찬귤,,과일류,감귤,밀감,,15960.0,,2,봉,4,KG,.,,,,4,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,4,40,600~699만원
2010,2,PN00000661,A20000661,,,슈퍼마켓,슈퍼마켓,,2010-02-08,2,소형슈퍼마켓,,경기,청과,,과일류,기타과일,기타과일,,1450.0,,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,3,40,300~399만원
2013,5,PN00000199,A20000199,,,전통시장,전통시장,,2013-05-29,4,재래시장,,경기,체리,,과일류,체리,체리,,5000.0,,1,팩,.,,.,,,,.,,,,,,,,2전통시장,전통시장,,0,,,0.0,0,4,40,700만원 이상
2013,11,PN00000541,A20000541,,,전문점,전문점,,2013-11-20,4,전문점,,경기,키위칠레산_,,과일류,참다래,기타키위,,5000.0,,8,개,.,,.,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,2,60,300~399만원
2013,2,PN00001140,A20001140,,,대형마트,대형마트,,2013-02-27,4,대형마트일반,,서울,단감,,과일류,단감,단감,,4800.0,,5,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,50,700만원 이상
2010,6,PN00000293,A20000293,,,대형마트,대형마트,,2010-06-30,4,삼성테스코홈플러스북수원점,,경기,애플시아사과,,과일류,사과,기타사과,,5480.0,,1,봉,250,G,0,,,,0,KG,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,40,200~299만원
2018,9,PN20150453,A40150453,,,무점포,무점포,,2018-09-29,7,없음,,없음,사과,,과일류,사과,기타사과,,5000.0,.,1,,.,,8,개,,,.,,,,,.,,,6무점포,무점포,.,0,,,15.0,0,2,60,300~399만원
2022,12,PN20150509,A40150509,,,슈퍼마켓,슈퍼마켓,,2022-12-19,2,세이브마트세이브마트논현,,인천,대봉감_국내산,P,과일류,떫은감,대봉,,3980.0,.,1,,.,,5,개,.,,,,3,,,,,,,,,,,,15.0,.,4,60,700만원 이상
2023,11,PN20210224,,PC주문,,온라인몰,온라인몰,,2023-11-30,5,네이버카페싱싱장터동탄점,,없음,바나나필리핀,PR1020_0433149,과일류,바나나,일반바나나,수입산,2300.0,,1.0,손,600.0,G,,,,,,,2300.0,,유,,,,,,,,,,21.0,0,3,30,500~599만원
2016,1,PN00001228,A20001228,,,슈퍼마켓,기업형슈퍼마켓,,2016-01-12,3,하모니마트간석점,,인천,조생귤_대_,,과일류,감귤,밀감,,2980.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,40,600~699만원
2017,2,PN00000312,A20000312,,,슈퍼마켓,슈퍼마켓,,2017-02-27,2,농민식자재마트,,경기,단감,,과일류,단감,단감,,2000.0,.,1,봉,.,,5,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,4,50,600~699만원
2019,8,PN20150779,A40150779,,,무점포,무점포,,2019-08-30,6,없음,,없음,복숭아,,과일류,복숭아,일반복숭아,,25000.0,.,1,박스,.,,15,,,,.,,,,,,,,8기타,기타,1,0,,,15.0,0,1,60,200만원 미만
2018,10,PN20150386,A40150386,,,전통시장,전통시장,,2018-10-09,3,없음,,없음,바나나,,과일류,바나나,일반바나나,,4000.0,.,1,송이,.,,.,,,,.,,,,,.,,,2전통시장,전통시장,.,0,,,15.0,0,2,60,200~299만원
2022,9,PN20210177,A40210177,,,슈퍼마켓,슈퍼마켓,,2022-09-13,3,낙생농협하나로마트판교낙생농업협동조합하나로마트,S,경기,배_국산,P,과일류,배,기타배,,10500.0,.,1,팩,2,KG,3,개입,.,,,,1,,,,,,,,,,,,21.0,.,4,40,500~599만원
2018,1,PN20150547,A40150547,,,전통시장,전통시장,,2018-01-11,5,없음,,없음,사과,,과일류,사과,기타사과,,5000.0,.,7,개,.,,.,,,,.,,,,,.,,,2전통시장,전통시장,.,0,,,15.0,0,2,60,300~399만원
2015,4,PN00001052,A20001052,,,전통시장,전통시장,,2015-04-08,4,재래시장,,서울,포도,,과일류,포도,기타포도,,6000.0,.,1,팩,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,30,400~499만원
2013,6,PN00000143,A20000143,,,전문점,전문점,,2013-06-15,7,전문점,,경기,청포도,,과일류,포도,청포도,,6000.0,,1,개,.,,.,,,,.,,,,,,,,5전문점,전문점,,0,,,0.0,0,4,40,600~699만원
2010,3,PN00000112,A20000112,,,대형마트,대형마트,,2010-03-20,7,롯데마트구리점,,경기,참다래,,과일류,참다래,그린키위,,4980.0,,2,팩,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,40,200만원 미만
2011,2,PN00001416,A20001416,,,전통시장,전통시장,,2011-02-21,2,재래시장,,서울,귤,,과일류,감귤,밀감,,2000.0,,1,개,.,,10,입,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,1,30,200만원 미만
2016,9,PN00001430,A20001430,,,슈퍼마켓,슈퍼마켓,,2016-09-15,5,대형슈퍼마켓,,경기,청과,,과일류,기타과일,기타과일,,25000.0,.,1,박스,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,5,50,500~599만원
2015,3,PN20150421,A40150421,,,전통시장,전통시장,,2015-03-17,3,재래시장,,경기,바나나_필리핀산_,,과일류,바나나,일반바나나,,1500.0,.,1,송이,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,15.0,1,3,60,200~299만원
2020,2,PN00000464,A20000464,,,슈퍼마켓,기업형슈퍼마켓,,2020-02-19,4,(주)이마트에브리데이보정점,,경기,레드글러브포도,,과일류,포도,적포도,,3470.0,.,1,,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,50,400~499만원
2010,9,PN00000422,A20000422,,,대형마트,대형마트,,2010-09-08,4,2001아울렛경기,,경기,바나나,,과일류,바나나,일반바나나,,2680.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,30,200만원 미만
2022,3,PN20210073,A40210073,,,온라인몰,온라인몰,,2022-03-17,5,GS프레시몰,,없음,부드럽고달콤한델몬트바나나_코스타리카산,P,과일류,바나나,일반바나나,,3000.0,.,1,봉,1460,G,.,,.,,,,.,,,,,,,,,,,,21.0,.,3,30,400~499만원
2010,8,PN00000225,A20000225,,,기타,기타,,2010-08-24,3,기타,,없음,복숭아,,과일류,복숭아,일반복숭아,,5000.0,,1,봉,.,,4,개,,,.,,,,,,,,8기타,기타,.,0,,,0.0,0,3,50,300~399만원
2014,3,PN00000870,A20000870,,,무점포,무점포,,2014-03-14,6,노점,,없음,오렌지,,과일류,오렌지,오렌지,,3000.0,,5,개,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,3,30,400~499만원
2012,4,PN00000507,A20000507,,,무점포,무점포,,2012-04-04,4,아파트내임시장,,경기,오렌지,,과일류,오렌지,오렌지,,10000.0,,9,개,.,,.,,,,.,,,,,,,,6무점포,무점포,,0,,,0.0,0,3,30,400~499만원
2020,7,PN00000031,A20000031,,,대형마트,대형마트,,2020-07-10,6,홈플러스킨텍스점,,경기,프리미엄스위티오_필리핀산_,,과일류,바나나,일반바나나,,3490.0,1,1,,.,,.,,,,.,,,0,,,,,1대형마트,대형마트,1,0,,,0.0,0,3,40,700만원 이상
2011,4,PN00000541,A20000541,,,전통시장,전통시장,,2011-04-19,3,재래시장,,경기,오렌지일반,,과일류,오렌지,오렌지,,5000.0,,8,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,60,400~499만원
2012,3,PN00001362,A20001362,,,대형마트,대형마트,,2012-03-11,1,뉴코아강남점,,서울,미니바나나,,과일류,바나나,기타바나나,,3990.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,1,30,200만원 미만
2018,7,PN20150399,A40150399,,,슈퍼마켓,슈퍼마켓,,2018-07-29,1,설악할인마트,,경기,천도복숭아_국내산_,,과일류,복숭아,천도,,4000.0,.,1,봉,.,,.,,,,.,,,/,,.,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,3,60,500~599만원
2017,2,PN20150483,A40150483,,,대형마트,대형마트,,2017-02-24,6,롯데마트의왕점,,경기,선키스트카라카라오렌지_미국산_,,과일류,오렌지,오렌지,,4680.0,.,1,봉,.,,5,입,,,.,,,,,,,,1대형마트,대형마트,2,0,,,15.0,0,1,40,200~299만원
2023,3,PN00000183,,직접방문,,전통시장,전통시장,,2023-03-15,4,전통시장,,경기,단감_국산,PR1020_0214121,과일류,단감,단감,국내산,2000.0,,5.0,개,873.0,G,,,,,,,,,무,,,,,,,,,,0.0,0,4,50,600~699만원
2018,10,PN20150765,A40150765,,,전문점,전문점,,2018-10-12,6,없음,,없음,안동감홍사과,,과일류,사과,기타사과,,10000.0,.,1,,.,,15,개,,,.,,,,,.,,,5전문점,전문점,.,0,,,15.0,0,3,60,600~699만원
2017,1,PN00000813,A20000813,,,대형마트,대형마트,,2017-01-06,6,홈플러스스토어즈신도림점,,서울,바나나_필리핀산_,,과일류,바나나,일반바나나,,3630.0,.,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,4,50,600~699만원
2020,12,PN00000181,A20000181,,,전통시장,전통시장,,2020-12-02,4,없음,,없음,아보카도,,과일류,열대과일,기타열대과일,,2000.0,.,1,,.,,2,개입,,,.,,,,,,,,8기타,기타,1,0,,,0.0,0,4,40,700만원 이상
2015,6,PN00000523,A20000523,,,슈퍼마켓,슈퍼마켓,,2015-06-08,2,대형슈퍼마켓,,경기,바나나_소_,,과일류,바나나,일반바나나,,2500.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,8,0,,,0.0,0,4,50,200~299만원
2022,4,PN20210161,A40210161,,,대형마트,대형마트,,2022-04-16,7,롯데쇼핑(주)롯데마트삼산점,,경기,코스타리카산델몬트바나나,P,과일류,바나나,일반바나나,,3490.0,.,1,,1,KG,.,,.,,,,3,,,,,,,,,,,,21.0,.,2,50,600~699만원
2023,1,PN20210947,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-01-03,3,아이스랜드(사동점),,경기,청포도,PR1020_0915531,과일류,포도,청포도,,500.0,,1.0,봉,75.0,ML,,,,,,,500,,유,,,,,,,,,,21.0,0,4,50,400~499만원
2016,10,PN00001181,A20001181,,,슈퍼마켓,기업형슈퍼마켓,,2016-10-19,4,이마트에브리데이리테일동양점,,인천,단감특대,,과일류,단감,단감,,3980.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,40,600~699만원
2019,9,PN00001428,A20001428,,,온라인몰,인터넷구매,,2019-09-16,2,위메프,,없음,햇황도_국산_,,과일류,복숭아,황도,,6599.0,.,1,,5,KG,21,과,,,5,KG,,,,,,,6무점포,인터넷구매,.,0,,,0.0,0,4,30,300~399만원
2017,10,PN00000242,A20000242,,,슈퍼마켓,슈퍼마켓,,2017-10-23,2,성남공판장,,경기,사과_국내산_,,과일류,사과,기타사과,,5500.0,.,1,봉,.,,8,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,50,700만원 이상
2022,8,PN00000950,A20000950,,,백화점,백화점,,2022-08-15,2,현대백화점신촌점,,서울,키위_뉴질랜드,P,과일류,참다래,기타키위,,10000.0,.,10,개,1350,G,.,,.,,,,.,,,,,,,,,,,,0.0,.,3,60,500~599만원
2010,2,PN00000526,A20000526,,,슈퍼마켓,슈퍼마켓,,2010-02-04,5,소형슈퍼마켓,,경기,귤,,과일류,감귤,밀감,,17000.0,,1,박스,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,40,200만원 미만
2018,9,PN00000839,A20000839,,,슈퍼마켓,기업형슈퍼마켓,,2018-09-05,4,롯데슈퍼회룡역점,,경기,레몬_칠레산_,,과일류,레몬,레몬,,3000.0,.,4,개,.,,.,,,,.,,,,,.,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,0,4,40,200~299만원
2017,12,PN20150386,A40150386,,,전통시장,전통시장,,2017-12-09,7,전통시장,,경기,귤,,과일류,감귤,밀감,,5000.0,.,1,봉,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,15.0,0,2,60,200~299만원
2022,9,PN20210914,A40210914,,,슈퍼마켓,슈퍼마켓,,2022-09-02,6,열린마트,S,경기,배_국산,P,과일류,배,기타배,,7900.0,.,1,팩,.,,.,,5,G,,,7,,,,,,,,,,,,21.0,.,4,50,700만원 이상
2013,11,PN00001418,A20001418,,,무점포,무점포,,2013-11-02,7,노점,,없음,영동사과,,과일류,사과,기타사과,,10000.0,,1,봉,.,,7,입,,,.,,,,,,,,6무점포,무점포,1,0,,,0.0,0,1,40,600~699만원
2014,5,PN00001317,A20001317,,,슈퍼마켓,슈퍼마켓,,2014-05-06,3,대형슈퍼마켓,,인천,오렌지_수입산_,,과일류,오렌지,오렌지,,11400.0,.,2,봉,.,,10,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,600~699만원
2011,5,PN00000625,A20000625,,,대형마트,대형마트,,2011-05-26,5,홈플러스화성향남점,,경기,HMP국산적포도,,과일류,포도,적포도,,6980.0,,1,팩,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,30,200~299만원
2017,5,PN00000877,A20000877,,,슈퍼마켓,슈퍼마켓,,2017-05-10,4,전곡할인마트보배유통,,서울,바나나,,과일류,바나나,일반바나나,,1500.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,30,200~299만원
2014,5,PN00000429,A20000429,,,슈퍼마켓,슈퍼마켓,,2014-05-07,4,소형슈퍼마켓,,경기,사과,,과일류,사과,기타사과,,7600.0,.,1,봉,.,,8,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,4,40,700만원 이상
2013,10,PN00001208,A20001208,,,대형마트,대형마트,,2013-10-29,3,홈플러스간석점,,인천,유기농바나나,,과일류,바나나,일반바나나,,4300.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,30,200~299만원
2016,6,PN00000743,A20000743,,,전통시장,전통시장,,2016-06-18,7,전통시장,,서울,체리,,과일류,체리,체리,,5000.0,.,1,팩,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,50,200만원 미만
2019,10,PN00000293,A20000293,,,슈퍼마켓,슈퍼마켓,,2019-10-21,2,진로마트(영화점),,경기,바나나,,과일류,바나나,일반바나나,,2500.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,2,50,300~399만원
2011,4,PN00000056,A20000056,,,슈퍼마켓,슈퍼마켓,,2011-04-05,3,소형슈퍼마켓,,경기,청포도미국산_,,과일류,포도,청포도,,2450.0,,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,30,400~499만원
2012,8,PN00000206,A20000206,,,대형마트,대형마트,,2012-08-19,1,대형마트,,경기,복숭아,,과일류,복숭아,일반복숭아,,25900.0,,1,박스,5,KG,.,,,,5,KG,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,40,200만원 미만
2014,11,PN00001125,A20001125,,,대형마트,대형마트,,2014-11-21,6,이마트청계천점,,서울,DOLE바나나,,과일류,바나나,일반바나나,,2980.0,.,1,개,.,,10,입,,,.,,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,2,30,700만원 이상
2022,10,PN00000497,A20000497,,,슈퍼마켓,슈퍼마켓,,2022-10-09,1,케이마트케이마트신곡점,S,경기,바나나_필리핀산,P,과일류,바나나,일반바나나,,2980.0,.,1,송이,1,KG,.,,.,,,,2,,,,,,,,,,,,0.0,.,3,60,200~299만원
2011,5,PN00000412,A20000412,,,전통시장,전통시장,,2011-05-16,2,재래시장,,경기,사과,,과일류,사과,기타사과,,3000.0,,5,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,50,200만원 미만
2017,11,PN00000910,A20000910,,,대형마트,대형마트,,2017-11-21,3,홈플러스영등포점,,서울,제주밀감,,과일류,감귤,밀감,,7590.0,4,1,박스,4,KG,.,,,,4,KG,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,2,60,200만원 미만
2010,12,PN00000950,A20000950,,,백화점,백화점,,2010-12-11,7,㈜현대백화점신촌점,,서울,대봉,,과일류,떫은감,대봉,,8000.0,.,1,봉,.,,8,개,,,.,,,,,,,,7백화점,백화점,.,0,,,0.0,0,3,50,400~499만원
2019,8,PN00001351,A20001351,,,슈퍼마켓,슈퍼마켓,,2019-08-30,6,진로마트,,경기,김천거봉포도특,,과일류,포도,거봉,,17800.0,.,2,박스,2,KG,.,,,,2,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,2,30,400~499만원
2020,12,PN00000147,A20000147,,,전문점,전문점,,2020-12-06,1,두레생협연합경기두레오정점,,경기,노지감귤무농약_국내산_,,과일류,감귤,밀감,,14800.0,.,1,BOX,5,KG,.,,,,5,KG,,,,,,,5전문점,전문점,1,0,,,0.0,0,4,40,700만원 이상
2014,3,PN00001035,A20001035,,,슈퍼마켓,슈퍼마켓,,2014-03-01,7,소형슈퍼마켓,,서울,하우스귤,,과일류,감귤,밀감,,7980.0,,1,팩,1,KG,.,,,,1,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,30,400~499만원
2022,12,PN20210508,A40210508,,,전문점,전문점,,2022-12-26,2,하늘야채과일,,서울,키위_국산,P,과일류,참다래,기타키위,,4000.0,.,1,,1768,G,.,,.,,,,.,,,,,,,,,,,,21.0,.,4,60,600~699만원
2015,1,PN00000982,A20000982,,,대형마트,대형마트,,2015-01-21,4,뉴코아강남점,,서울,맛있는줄단감2호,,과일류,단감,단감,,5990.0,.,1,봉,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,1,4,50,700만원 이상
2022,12,PN00001340,A20001340,,,전문점,전문점,,2022-12-17,7,행복중심행복중심방화매장,,서울,배_함평,P,과일류,배,기타배,,19040.0,.,2,개,.,,.,,2,K,,,9,,,,,,,,,,,,0.0,.,1,40,300~399만원
2020,2,PN00000418,A20000418,,,대형마트,대형마트,,2020-02-26,4,뉴코아평촌2점_뉴코아아울렛,,경기,꿀고랭지영주사과,,과일류,사과,기타사과,,3465.0,.,1,,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,3,50,700만원 이상
2023,3,PN20210139,,직접방문,,대형마트,대형마트,,2023-03-04,7,E트레이더스,,경기,어텀크리스피,PR1020_0701179,과일류,포도,청포도,,14980.0,3000,1.0,,,,,,1.8,KG,,,17980,,유,,,,,,,,,,21.0,0,1,40,300~399만원
2016,8,PN20150381,A40150381,,,대형마트,대형마트,,2016-08-20,7,롯데마트안산점,,경기,햇사레복숭아,,과일류,복숭아,일반복숭아,,9900.0,.,1,박스,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,15.0,0,2,60,300~399만원
2016,11,PN00000540,A20000540,,,슈퍼마켓,슈퍼마켓,,2016-11-06,1,소형슈퍼마켓,,경기,바나나_수입산_,,과일류,바나나,일반바나나,,2500.0,.,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,4,60,400~499만원
2011,9,PN00000307,A20000307,,,슈퍼마켓,슈퍼마켓,,2011-09-01,5,대형슈퍼마켓,,경기,DH_천도복숭아50상_,,과일류,복숭아,천도,,3450.0,,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,200~299만원
2023,8,PN00000468,,직접방문,,대형마트,대형마트,,2023-08-03,5,이마트산본점,,경기,포모사자두,PR1020_1027263,과일류,자두,자두,,9980.0,,1.0,,,,,,1.0,KG,,,9980.0,,유,,,,,,,,,,0.0,0,3,60,700만원 이상
