year,month,panel_code,panel_code_new,type_method,type_method_etc,type_channel_new,type_channel,type_channel_etc,shop_day,shop_week,store,store_code,store_region,product,product_code,wide,middle,detail,country,purchase,discount,quantity,q_unit,weight_quantity,w_q_unit,multi_quantity,m_unit,w_multi_quantity,w_multi_unit,w_q_kg,w_q_kg_unit,unit_cost,special_diary,bill,bundle,payment,retail,retail_8,retail_new,shop_time,take_out,transport_pre,transport_post,panel_type,edit,family_num_level,age1_group,income_v2
2022,4,PN20210248,A40210248,P,,온라인몰,온라인몰,,2022-04-11,2,마켓컬리서울,,,DOLE실속바나나필리핀,P,과일류,바나나,일반바나나,,5960.0,.,2,,2,KG,1,,1,K,,,.,,,,,,,,,,,,21.0,.,1,30,200만원 미만
2012,11,PN00000779,A20000779,,,농가직거래,농가직거래,,2012-11-26,2,산지직거래,,없음,대봉감,,과일류,떫은감,대봉,,40000.0,,1,박스,15,KG,.,,,,15,KG,,,,,,,8기타,농가직거래,,0,,,0.0,0,6,40,400~499만원
2011,11,PN00001118,A20001118,,,슈퍼마켓,슈퍼마켓,,2011-11-13,1,대형슈퍼마켓,,서울,바나나,,과일류,바나나,일반바나나,,5960.0,,2,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,50,400~499만원
2012,11,PN00000714,A20000714,,,농가직거래,농가직거래,,2012-11-14,4,산지직거래,,없음,사과,,과일류,사과,기타사과,,44000.0,,1,박스,10,KG,.,,,,10,KG,,,,,,,8기타,농가직거래,,0,,,0.0,0,3,50,300~399만원
2019,6,PN20150529,A40150529,,,슈퍼마켓,슈퍼마켓,,2019-06-27,5,G마트,,인천,그린키위,,과일류,참다래,그린키위,,4980.0,.,1,봉,.,,10,개,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,2,60,200~299만원
2023,4,PN20210768,,직접방문,,전문점,전문점,,2023-04-17,2,아낌없이주는청년들,,서울,바나나_베트남,PR2021_0074695,과일류,바나나,일반바나나,,6000.0,,2.0,손,1986.0,G,,,,,,,,,유,,,,,,,,,,21.0,0,3,50,500~599만원
2023,8,PN20210859,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-08-19,7,G마트,,인천,아오리사과_국내산,PR2021_0182531,과일류,사과,아오리,국내산,11800.0,,1.0,봉지,500.0,G,8.0,개,,,,,11800.0,,유,,,,,,,,,,21.0,0,2,30,600~699만원
2015,8,PN00000009,A20000009,,,슈퍼마켓,슈퍼마켓,,2015-08-04,3,대형슈퍼마켓,,경기,천도복숭아,,과일류,복숭아,천도,,2980.0,.,1,팩,.,,8,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,1,2,50,300~399만원
2018,4,PN00000813,A20000813,,,대형마트,대형마트,,2018-04-13,6,홈플러스스토어즈신도림점,,서울,천혜향,,과일류,감귤,기타감귤,,9990.0,.,1,봉,2,KG,.,,,,2,KG,,,,.,,,1대형마트,대형마트,2,0,,,0.0,0,5,50,600~699만원
2012,7,PN00000241,A20000241,,,대형마트,대형마트,,2012-07-14,7,홈플러스영통점,,경기,자두,,과일류,자두,자두,,6480.0,,1,,800,G,.,,,,1,KG,,,,,,,1대형마트,대형마트,,0,,,0.0,0,5,50,200~299만원
2016,8,PN00001189,A20001189,,,슈퍼마켓,기업형슈퍼마켓,,2016-08-18,5,농협하나로마트인천점,,인천,포도거봉특_국내산_,,과일류,포도,거봉,,9900.0,.,1,박스,2,KG,.,,,,2,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,0,4,40,700만원 이상
2012,6,PN00000397,A20000397,,,대형마트,대형마트,,2012-06-04,2,롯데마트의왕점,,경기,바나나,,과일류,바나나,일반바나나,,3700.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,40,200만원 미만
2023,1,PN20210769,,직접방문,,대형마트,대형마트,,2023-01-20,6,롯데쇼핑(주)VICMARKET영등포점,,서울,필리핀산감숙왕바나나,PR2021_0264774,과일류,바나나,일반바나나,,4480.0,,1.0,,1.5,KG,,,,,,,4480,,유,,,,,,,,,,21.0,0,4,50,700만원 이상
2023,2,PN20150384,,직접방문,,전통시장,전통시장,,2023-02-09,5,프로포즈야채,,경기,바나나_필리핀산,PR1020_0432336,과일류,바나나,일반바나나,,2000.0,,1.0,,,,8,,,,,,,,무,,,,,,,,,,15.0,0,2,70,200~299만원
2011,12,PN00000071,A20000071,,,전통시장,전통시장,,2011-12-06,3,재래시장,,경기,사과,,과일류,사과,기타사과,,10000.0,,8,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,50,200~299만원
2018,11,PN00000045,A20000045,,,슈퍼마켓,슈퍼마켓,,2018-11-18,1,(주)굿뜨래유통,,경기,신고배,,과일류,배,신고배,,5500.0,.,1,,.,,4,개,,,.,,,,,.,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,50,400~499만원
2015,11,PN20150759,A40150759,,,대형마트,대형마트,,2015-11-28,7,롯데마트월드타워점,,서울,햇사과,,과일류,사과,기타사과,,5000.0,.,1,봉,.,,4,입,,,.,,,,,,,,1대형마트,대형마트,2,0,,,15.0,0,4,60,700만원 이상
2017,4,PN00000726,A20000726,,,백화점,백화점,,2017-04-26,4,엔씨백화점강서점,,서울,산지신고배,,과일류,배,신고배,,5990.0,1,1,박스,.,,6,입,,,.,,,,,,,,7백화점,백화점,1,0,,,0.0,0,3,40,300~399만원
2011,3,PN00000777,A20000777,,,슈퍼마켓,슈퍼마켓,,2011-03-22,3,소형슈퍼마켓,,서울,사과,,과일류,사과,기타사과,,5000.0,,1,봉,.,,5,개,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,30,300~399만원
2014,8,PN00000005,A20000005,,,대형마트,대형마트,,2014-08-02,7,이마트일산점,,경기,백도_특대_,,과일류,복숭아,백도,,14800.0,,1,팩,.,,8,입,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,2,50,500~599만원
2016,8,PN00001045,A20001045,,,전통시장,전통시장,,2016-08-25,5,전통시장,,서울,사과,,과일류,사과,기타사과,,10000.0,.,7,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,3,60,700만원 이상
2014,11,PN00001149,A20001149,,,슈퍼마켓,슈퍼마켓,,2014-11-09,1,소형슈퍼마켓,,서울,포도,,과일류,포도,기타포도,,1000.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,40,400~499만원
2012,7,PN00000735,A20000735,,,전통시장,전통시장,,2012-07-19,5,재래시장,,서울,복숭아,,과일류,복숭아,일반복숭아,,6000.0,,5,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,,0,,,0.0,0,4,50,200만원 미만
2012,7,PN00000430,A20000430,,,전통시장,전통시장,,2012-07-13,6,재래시장,,경기,포도,,과일류,포도,기타포도,,20000.0,,1,개,5,KG,.,,,,5,KG,,,,,,,2전통시장,전통시장,,0,,,0.0,0,4,40,400~499만원
2012,12,PN00000764,A20000764,,,슈퍼마켓,슈퍼마켓,,2012-12-18,3,소형슈퍼마켓,,서울,포도,,과일류,포도,기타포도,,4000.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,3,40,200~299만원
2023,5,PN20211004,,직접방문,,전통시장,전통시장,,2023-05-30,3,호준청과,,서울,애플망고국산,PR2022_0050959,과일류,열대과일,망고,국내산,155000.0,,1.0,,3.0,KG,,,,,,,,,무,,,,,,,,,,21.0,0,2,30,600~699만원
2017,10,PN00000957,A20000957,,,백화점,백화점,,2017-10-22,1,현대백화점신촌점,,서울,썬플러스사과,,과일류,사과,기타사과,,10000.0,.,1,봉,.,,4,입,,,.,,,,,,,,7백화점,백화점,1,0,,,0.0,0,3,50,400~499만원
2010,3,PN00000900,A20000900,,,대형마트,대형마트,,2010-03-16,3,킴스클럽동작점,,서울,봉지배,,과일류,배,기타배,,8980.0,,2,봉,.,,3,입,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,50,200~299만원
2020,2,PN00000331,A20000331,,,홈쇼핑,홈쇼핑,,2020-02-12,4,N.S,,없음,노지감귤,,과일류,감귤,밀감,,14900.0,.,1,,10,KG,.,,,,10,KG,,,,,,,8기타,홈쇼핑,.,0,,,0.0,0,5,60,600~699만원
2016,11,PN00000043,A20000043,,,슈퍼마켓,슈퍼마켓,,2016-11-25,6,소형슈퍼마켓,,경기,신고배,,과일류,배,신고배,,3980.0,.,1,팩,.,,5,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,400~499만원
2012,7,PN00000701,A20000701,,,슈퍼마켓,슈퍼마켓,,2012-07-05,5,소형슈퍼마켓,,서울,살구,,과일류,기타과일,기타과일,,3500.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,3,50,200만원 미만
2018,11,PN00001031,A20001031,,,대형마트,대형마트,,2018-11-26,2,롯데마트은평점,,서울,스위티오바나나,,과일류,바나나,일반바나나,,2900.0,.,1,,.,,.,,,,.,,,,,.,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,400~499만원
2015,2,PN00000656,A20000656,,,무점포,무점포,,2015-02-25,4,아파트내임시장,,서울,귤,,과일류,감귤,밀감,,10000.0,.,1,봉,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,40,700만원 이상
2010,2,PN00000241,A20000241,,,슈퍼마켓,슈퍼마켓,,2010-02-05,6,소형슈퍼마켓,,경기,단감,,과일류,단감,단감,,1750.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,6,50,300~399만원
2016,5,PN00000912,A20000912,,,슈퍼마켓,기업형슈퍼마켓,,2016-05-01,1,농협하나로마트신촌점,,서울,사과_국내산_,,과일류,사과,기타사과,,5800.0,.,1,봉,3,KG,.,,,,3,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,50,500~599만원
2023,4,PN00000697,,모바일주문,,온라인몰,온라인몰,,2023-04-13,5,공영쇼핑,,없음,제주카라향_국산,PR2022_0140247,과일류,감귤,기타감귤,국내산,32900.0,,1.0,,4.0,KG,,,,,,,,,무,,,,,,,,,,0.0,0,3,50,700만원 이상
2017,1,PN00000540,A20000540,,,전통시장,전통시장,,2017-01-04,4,전통시장,,부산,서귀포조생귤,,과일류,감귤,밀감,,10000.0,.,1,박스,5,KG,.,,,,5,KG,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,60,300~399만원
2015,9,PN00000807,A20000807,,,슈퍼마켓,슈퍼마켓,,2015-09-07,2,소형슈퍼마켓,,인천,거봉포도,,과일류,포도,거봉,,7500.0,.,1,박스,2,KG,.,,,,2,KG,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,4,40,600~699만원
2012,10,PN00001031,A20001031,,,전문점,전문점,,2012-10-12,6,유기농매장,,서울,사과,,과일류,사과,기타사과,,7700.0,,1,봉,2,KG,.,,,,2,KG,,,,,,,5전문점,전문점,,0,,,0.0,0,4,40,200~299만원
2013,3,PN00000356,A20000356,,,슈퍼마켓,슈퍼마켓,,2013-03-03,1,소형슈퍼마켓,,경기,오렌지,,과일류,오렌지,오렌지,,6980.0,,1,봉,.,,10,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,40,400~499만원
2014,4,PN00000279,A20000279,,,슈퍼마켓,슈퍼마켓,,2014-04-04,6,소형슈퍼마켓,,경기,청과,,과일류,기타과일,기타과일,,3800.0,.,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,3,40,200만원 미만
2019,4,PN00001464,A20001464,,,슈퍼마켓,대형슈퍼마켓,,2019-04-07,1,진로마트(다농),,경기,바나나,,과일류,바나나,일반바나나,,1500.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,400~499만원
2016,4,PN00001461,A20001461,,,슈퍼마켓,슈퍼마켓,,2016-04-06,4,대형슈퍼마켓,,경기,네블오렌지,,과일류,오렌지,오렌지,,10000.0,.,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,2,50,200~299만원
2011,12,PN00001351,A20001351,,,대형마트,대형마트,,2011-12-11,1,이마트수원점,,경기,레몬_미국산_,,과일류,레몬,레몬,,6980.0,,1,박스,.,,13,입,,,.,,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,1,30,200~299만원
2023,1,PN20210838,,모바일주문,,온라인몰,온라인몰,,2023-01-08,1,B마트인천남부,,없음,PSK칠레산블루베리,PR2023_0000966,과일류,베리,블루베리,,4690.0,,1.0,,,,,,125,G,,,,,유,,,,,,,,,,21.0,0,2,30,200~299만원
2022,4,PN00000221,A20000221,,,무점포,무점포,,2022-04-09,7,무점포,,경기,델몬트오렌지,P,과일류,오렌지,오렌지,,6000.0,.,1,,782,G,4,,.,,,,.,,,,,,,,,,,,0.0,.,4,40,700만원 이상
2012,9,PN00000805,A20000805,,,전통시장,전통시장,,2012-09-13,5,재래시장,,서울,복숭아,,과일류,복숭아,일반복숭아,,25000.0,,1,박스,5,KG,.,,,,5,KG,,,,,,,2전통시장,전통시장,,0,,,0.0,0,5,40,300~399만원
2014,4,PN00001014,A20001014,,,슈퍼마켓,슈퍼마켓,,2014-04-27,1,소형슈퍼마켓,,서울,크림슨포도,,과일류,포도,적포도,,5136.0,.,1,봉,.,,.,,,,.,,,1,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,40,400~499만원
2017,11,PN00000346,A20000346,,,무점포,무점포,,2017-11-04,7,아파트내임시장,,경기,단감,,과일류,단감,단감,,2000.0,.,8,개,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,3,50,500~599만원
2023,4,PN00001064,,직접방문,,대형마트,대형마트,,2023-04-15,7,(주)코스트코코리아고척점,,서울,델몬트바나나_코스타리카산,PR2021_0170708,과일류,바나나,일반바나나,,3290.0,,1.0,,1879.0,G,,,,,,,3290,,유,,,,,,,,,,0.0,0,2,60,300~399만원
2017,12,PN00000807,A20000807,,,슈퍼마켓,슈퍼마켓,,2017-12-12,3,동양홈마트,,인천,사과_국내산_,,과일류,사과,기타사과,,5000.0,.,1,봉,.,,10,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,40,400~499만원
2018,5,PN20150820,A40150820,,,슈퍼마켓,슈퍼마켓,,2018-05-14,2,한국유통,,서울,청송사과,,과일류,사과,기타사과,,5000.0,.,1,봉,.,,.,,,,.,,,0,,.,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,2,60,200만원 미만
2011,2,PN00000363,A20000363,,,슈퍼마켓,슈퍼마켓,,2011-02-02,4,대형슈퍼마켓,,경기,바나나,,과일류,바나나,일반바나나,,1680.0,,1,송이,.,,0,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,5,50,200~299만원
2011,8,PN00000164,A20000164,,,슈퍼마켓,슈퍼마켓,,2011-08-22,2,대형슈퍼마켓,,경기,복숭아,,과일류,복숭아,일반복숭아,,5800.0,,5,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,200~299만원
2014,8,PN00001461,A20001461,,,슈퍼마켓,슈퍼마켓,,2014-08-23,7,소형슈퍼마켓,,경기,캄벨포도_국내산_,,과일류,포도,캠벨얼리,,6310.0,,1,팩,1,KG,.,,,,1,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,2,50,200~299만원
2020,8,PN00001174,A20001174,,,슈퍼마켓,슈퍼마켓,,2020-08-29,7,(주)드림식자재마트,,인천,홍로사과,,과일류,사과,홍로,,9800.0,.,1,,.,,5,개,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,4,40,200~299만원
2011,1,PN00000303,A20000303,,,전통시장,전통시장,,2011-01-17,2,재래시장,,경기,사과,,과일류,사과,기타사과,,10000.0,,1,봉,.,,10,개,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,5,30,200~299만원
2018,9,PN00000085,A20000085,,,전문점,전문점,,2018-09-08,7,없음,,없음,무화과,,과일류,기타과일,무화과,,5000.0,.,1,박스,1,KG,.,,,,1,KG,,,,.,,,5전문점,전문점,.,0,,,0.0,0,2,50,600~699만원
2016,10,PN20150481,A40150481,,,슈퍼마켓,기업형슈퍼마켓,,2016-10-18,3,화도농협하나로마트,,경기,연시_국내산_,,과일류,떫은감,홍시,,3980.0,.,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,15.0,0,2,50,300~399만원
2022,12,PN20210129,A40210129,,,슈퍼마켓,슈퍼마켓,,2022-12-24,7,E플러스마트,,경기,부사사과_국산,P,과일류,사과,후지,,9800.0,.,1,,3,KG,10,개,.,,,,9,,,,,,,,,,,,21.0,.,4,50,500~599만원
2013,6,PN00000494,A20000494,,,기타,기타,,2013-06-01,7,기타,,없음,블루베리생수입산_,,과일류,베리,블루베리,,55000.0,,1,팩,2,KG,.,,,,2,KG,,,,,,,8기타,기타,,0,,,0.0,0,1,50,200~299만원
2013,8,PN00000562,A20000562,,,슈퍼마켓,기업형슈퍼마켓,,2013-08-19,2,롯데슈퍼포천점,,경기,바나나,,과일류,바나나,일반바나나,,2490.0,,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,,0,,,0.0,0,2,50,700만원 이상
2016,12,PN00000207,A20000207,,,전문점,전문점,,2016-12-20,3,전문점,,경기,대봉,,과일류,떫은감,대봉,,10000.0,.,13,개,.,,.,,,,.,,,,,,,,5전문점,전문점,1,0,,,0.0,0,3,50,700만원 이상
2018,10,PN20150399,A40150399,,,전통시장,전통시장,,2018-10-29,2,없음,,없음,바나나_수입산_,,과일류,바나나,일반바나나,,3000.0,.,1,송이,.,,.,,,,.,,,,,.,,,2전통시장,전통시장,.,0,,,15.0,0,3,60,500~599만원
2023,4,PN20150534,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-04-17,2,공단소비자마트,,인천,사과_국내산,PR1020_0514851,과일류,사과,기타사과,국내산,6980.0,,1.0,,2.0,KG,,,,,,,6980,,유,,,,,,,,,,15.0,0,1,30,300~399만원
2016,10,PN20150772,A40150772,,,슈퍼마켓,슈퍼마켓,,2016-10-08,7,소형슈퍼마켓,,서울,델몬트바나나_수입산_,,과일류,바나나,일반바나나,,2980.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,15.0,0,2,60,200~299만원
2012,5,PN00000107,A20000107,,,대형마트,대형마트,,2012-05-30,4,2001아울렛천호점,,서울,G파인애플슬라이스,,과일류,파인애플,파인애플,,1590.0,,1,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,2,40,200만원 미만
2022,12,PN20210828,A40210828,,,슈퍼마켓,슈퍼마켓,,2022-12-30,6,OSK식자재마트,,인천,샤인머스켓_국내산,P,과일류,포도,청포도,,10200.0,.,1,팩,734,G,.,,.,,,,1,,,,,,,,,,,,21.0,1,4,40,400~499만원
2015,5,PN00000564,A20000564,,,편의점,편의점,,2015-05-15,6,편의점,,경기,DOLE바나나,,과일류,바나나,일반바나나,,3300.0,.,1,송이,.,,.,,,,.,,,,,,,,4편의점,편의점,2,0,,,0.0,0,2,50,400~499만원
2022,4,PN20150821,A40150821,,,슈퍼마켓,슈퍼마켓,,2022-04-27,4,그림팜마트(군자점),,서울,바로먹는컵과일_작은컵_파인애플,P,과일류,파인애플,파인애플,,3500.0,.,1,,.,,.,,.,,,,3,,,,,,,,,,,,15.0,.,1,20,200만원 미만
2016,1,PN20150486,A40150486,,,대형마트,대형마트,,2016-01-28,5,이마트트레이더스구성점,,경기,DOLE일반바나나,,과일류,바나나,일반바나나,,3580.0,.,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,15.0,0,3,60,200~299만원
2015,1,PN00000259,A20000259,,,대형마트,대형마트,,2015-01-01,5,대형마트일반,,경기,귤,,과일류,감귤,밀감,,6010.0,.,1,망,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,500~599만원
2017,1,PN00000611,A20000611,,,슈퍼마켓,기업형슈퍼마켓,,2017-01-10,3,GS슈퍼마켓화성향남점,,경기,스위티오바나나,,과일류,바나나,일반바나나,,3000.0,1,1,송이,.,,.,,,,.,,,,,,n,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,2,60,200~299만원
2020,7,PN00000950,A20000950,,,백화점,백화점,,2020-07-05,1,(주)현대백화점신촌점,,서울,꼬마자두,,과일류,자두,자두,,5000.0,.,2,팩,1000,G,.,,,,1,KG,,,,,,,7백화점,백화점,1,0,,,0.0,0,3,60,700만원 이상
2019,1,PN20150394,A40150394,,,전통시장,전통시장,,2019-01-14,2,없음,,없음,모과_국산_,,과일류,기타과일,모과,,2000.0,.,4,개,.,,.,,,,.,,,,,,,,8기타,기타,.,0,,,15.0,0,3,60,500~599만원
2013,8,PN00001012,A20001012,,,무점포,무점포,,2013-08-14,4,아파트내임시장,,없음,포도,,과일류,포도,기타포도,,10000.0,,1,봉,.,,.,,,,.,,,,,,,,6무점포,무점포,,0,,,0.0,0,4,50,400~499만원
2023,11,PN20210148,,직접방문,,전통시장,전통시장,,2023-11-14,3,원종종합시장태양청과,,경기,대봉국산,PR1020_1171778,과일류,떫은감,대봉,국내산,10000.0,,8.0,,208.0,G,,,26.0,G,,,,,유,,,,,,,,,,21.0,0,4,50,500~599만원
2018,12,PN00001411,A20001411,,,대형마트,대형마트,,2018-12-12,4,홈플러스스토어즈야탑점,,경기,프리미엄스위티오_필리핀산_,,과일류,바나나,일반바나나,,3990.0,.,1,,.,,.,,,,.,,,,,.,,,1대형마트,대형마트,1,.,,,0.0,0,2,60,200~299만원
2011,8,PN00000421,A20000421,,,대형마트,대형마트,,2011-08-27,7,홈플러스평촌점,,경기,HMP직수입바나나,,과일류,바나나,일반바나나,,2720.0,,1,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,6,30,200~299만원
2011,7,PN00001416,A20001416,,,전통시장,전통시장,,2011-07-19,3,재래시장,,서울,천도복숭아,,과일류,복숭아,천도,,3000.0,,5,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,1,30,200만원 미만
2020,1,PN20150450,A40150450,,,슈퍼마켓,슈퍼마켓,,2020-01-22,4,지(G)마트,,경기,석류_미국산_,,과일류,열대과일,석류,,9900.0,.,1,,.,,7,개,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,2,60,300~399만원
2014,3,PN00001118,A20001118,,,무점포,무점포,,2014-03-12,4,노점,,없음,단감,,과일류,단감,단감,,4000.0,,5,개,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,50,300~399만원
2012,10,PN00000092,A20000092,,,슈퍼마켓,슈퍼마켓,,2012-10-20,7,대형슈퍼마켓,,경기,연시감,,과일류,떫은감,홍시,,5000.0,,1,봉,.,,20,개,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,40,200만원 미만
2010,11,PN00000483,A20000483,,,전통시장,전통시장,,2010-11-07,1,재래시장,,경기,단감,,과일류,단감,단감,,10000.0,.,1,봉,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,5,40,200만원 미만
2021,10,PN00001251,A20001251,,,온라인몰,인터넷구매,,2021-10-17,1,쿠팡이츠,S,없음,귤담원제주감귤,P,과일류,감귤,밀감,,11900.0,.,1,박스,3,KG,,,,,3,KG,1,,,,,,6무점포,인터넷구매,2,0.0,,,0.0,0,4,50,700만원 이상
2017,8,PN00000637,A20000637,,,전문점,전문점,,2017-08-30,4,우리생협대치점,,서울,거봉특,,과일류,포도,거봉,,14500.0,.,1,박스,2,KG,.,,,,2,KG,,,,,,,5전문점,전문점,1,0,,,0.0,0,3,40,700만원 이상
2015,10,PN00000890,A20000890,,,슈퍼마켓,슈퍼마켓,,2015-10-16,6,소형슈퍼마켓,,서울,황도복숭아,,과일류,복숭아,황도,,10000.0,.,6,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,50,600~699만원
2023,1,PN20150725,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-01-31,3,(주)대명유통진로마트,,경기,천혜향국산,PR2021_0018015,과일류,감귤,기타감귤,국내산,29000.0,,1.0,박스,,,11,개,3,KG,,,29000,,유,,,,,,,,,,15.0,0,2,70,300~399만원
2016,6,PN00001358,A20001358,,,슈퍼마켓,슈퍼마켓,,2016-06-25,7,소형슈퍼마켓,,서울,청과류,,과일류,기타과일,기타과일,,11000.0,.,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,60,400~499만원
2022,9,PN20210470,A40210470,,,대형마트,대형마트,,2022-09-22,5,이마트죽전점,S,경기,국산가을애감귤,P,과일류,감귤,밀감,,16900.0,.,1,,.,,.,,2,K,,,1,,,,,,,,,,,,21.0,.,2,30,600~699만원
2022,6,PN20150441,A40150441,,,슈퍼마켓,슈퍼마켓,,2022-06-07,3,중산농수축산할인매장,,,체리_미국산_,P,과일류,체리,체리,,18000.0,.,1,팩,.,,.,,.,,,,1,,1.0,,,,,,,,,,15.0,.,2,70,200~299만원
2012,7,PN00000897,A20000897,,,전통시장,전통시장,,2012-07-13,6,재래시장,,서울,천도복숭아,,과일류,복숭아,천도,,5000.0,,5,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,,0,,,0.0,0,4,50,200만원 미만
2012,7,PN00000003,A20000003,,,슈퍼마켓,기업형슈퍼마켓,,2012-07-24,3,굿모닝마트,,없음,바나나,,과일류,바나나,일반바나나,,2590.0,,0,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,,0,,,0.0,0,4,40,400~499만원
2010,5,PN00000661,A20000661,,,슈퍼마켓,기업형슈퍼마켓,,2010-05-29,7,하나로마트가평농협청평지점,,경기,사과,,과일류,사과,기타사과,,3980.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,3,40,300~399만원
2015,12,PN20150393,A40150393,,,슈퍼마켓,기업형슈퍼마켓,,2015-12-03,5,수협바다마트온수역점,,서울,실속사과,,과일류,사과,기타사과,,3980.0,.,1,봉,2,KG,.,,,,2,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,15.0,0,2,60,200~299만원
2020,1,PN00001034,A20001034,,,슈퍼마켓,슈퍼마켓,,2020-01-16,5,풍림마트,,서울,고당도바나나,,과일류,바나나,일반바나나,,4500.0,.,1,,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,40,400~499만원
2022,9,PN20211003,A40211003,,,대형마트,대형마트,,2022-09-03,7,이마트용산점,S,서울,나주신고배_국내산,P,과일류,배,신고배,,18900.0,.,1,박스,3000,G,5,개,.,,,,.,,,,,,,,,,,,21.0,.,4,30,700만원 이상
